Age,NumOfProducts,NewTenure,Balance,CreditScore,EstimatedSalary
2.234510488261608,2,0.06060606060606061,146193.6,1390.7237648795674,55796.83
2.2932894924760308,2,0.1794871794871795,0.0,1146.4548749472492,19823.02
2.504660281887183,1,0.06578947368421052,160979.68,1265.4240613513987,13848.58
2.3762846050242845,1,0.1,0.0,1086.3257099719967,146145.93
2.4339133342319825,1,0.11666666666666667,143262.04,1067.1692331636045,129562.74
2.4234028451121024,1,0.0,149117.31,1074.3480104931007,162599.51
2.301986844346629,2,0.1,0.0,1091.121339035636,194416.58
2.4629682890571427,1,0.030303030303030304,0.0,1214.2612103860613,130784.2
2.4234028451121024,1,0.13793103448275862,118723.11,1289.8774494685051,6209.51
2.223417562945193,1,0.09375,123502.53,1185.1428984065935,69826.8
2.2118851258871612,1,0.25806451612903225,97588.6,1019.4634349911346,124210.53
2.2654287422515114,2,0.1388888888888889,180169.44,1708.6472487222104,17348.56
2.1873703035406575,2,0.3103448275862069,0.0,1494.968558072108,48849.89
2.245192859026253,2,0.14705882352941177,74197.38,1612.688461057903,96875.52
2.223417562945193,1,0.25,116358.0,1846.1489018026537,108798.36
2.428714232276881,2,0.0,178058.06,1470.0649370513318,21063.71
2.234510488261608,1,0.2727272727272727,113913.53,1380.8444208606452,65316.5
2.35610326082492,1,0.19148936170212766,137301.87,1917.9501481180039,44351.77
2.223417562945193,1,0.09375,137714.25,1917.9501481180039,159403.68
2.234510488261608,2,0.21212121212121213,138705.02,1427.8476770125635,37136.15
2.234510488261608,2,0.06060606060606061,161814.64,1509.9352518515811,169381.9
2.394998746416876,3,0.05660377358490566,0.0,1552.4393952652772,88479.02
2.2554909653968886,1,0.17142857142857143,137102.65,1287.4295320426356,76870.81
2.2843088418441275,2,0.07894736842105263,0.0,1136.8076326982016,141023.01
2.3417280895247248,1,0.022222222222222223,0.0,1331.5786003801982,143298.06
2.3104164240734093,1,0.0975609756097561,108128.52,892.0466044084825,56784.11
2.3762846050242845,1,0.2,128039.01,1492.4758903540908,102260.16
2.2843088418441275,1,0.23684210526315788,179581.31,1774.6887264889504,23596.24
2.4968979036287027,2,0.06756756756756757,0.0,1417.9362544567402,937.15
2.3417280895247248,1,0.15555555555555556,135643.0,1675.7428495799816,143619.52
2.1313961985958643,1,0.2,123616.43,1823.1418819164655,132959.33
2.234510488261608,1,0.2727272727272727,68193.72,1221.5542727110164,19998.31
2.234510488261608,1,0.12121212121212122,0.0,1713.7164093235858,26080.54
2.160665483278932,2,0.07407407407407407,0.0,1482.510332267739,13221.25
2.428714232276881,2,0.05084745762711865,0.0,1569.982910578145,62700.08
2.3762846050242845,2,0.14,0.0,1846.1489018026537,10062.8
2.3265285148247496,2,0.20930232558139536,0.0,1363.5764434489392,34338.04
2.2118851258871612,2,0.03225806451612903,0.0,1487.4920874633417,3148.2
2.27502803718183,2,0.2702702702702703,121532.17,1731.472937377126,73464.88
2.3762846050242845,2,0.08,0.0,1721.3235996069325,129372.94
2.3104164240734093,1,0.21951219512195122,0.0,1482.510332267739,13160.03
2.2932894924760308,2,0.05128205128205128,0.0,1221.5542727110164,555.28
2.234510488261608,1,0.18181818181818182,97188.62,1587.5505100267783,91881.29
2.1873703035406575,1,0.2413793103448276,117199.8,929.5808667918405,43480.63
2.1156565510330023,1,0.2916666666666667,101195.23,1410.5082579557495,133091.32
2.3104164240734093,1,0.14634146341463414,104817.41,1675.7428495799816,126013.58
2.301986844346629,1,0.05,133463.1,1380.8444208606452,93165.34
2.234510488261608,1,0.24242424242424243,90791.69,1031.3647274361908,59659.53
2.27502803718183,1,0.08108108108108109,98431.37,986.2308263132586,75698.44
2.394998746416876,2,0.11320754716981132,0.0,1580.0186027484672,97614.87
2.1873703035406575,2,0.27586206896551724,80204.11,1784.8760575318672,70223.22
2.2843088418441275,1,0.15789473684210525,153722.47,1489.9837332698705,101319.76
2.4762726959762444,1,0.08695652173913043,163975.09,1427.8476770125635,36108.5
2.1998811885849787,2,0.26666666666666666,0.0,1228.8526800360075,185341.63
